filename,speaker,syllno,syll,sylldur,prepausal,postpausal,f0meanhz,f0meanst,f0rangehz,f0rangest,f0maxhz,f0maxst,intens,seglabel,segdur,f0meanhz_v,f0meanst_v,f0rangehz_v,f0rangest_v,f0rangest_v_abs,f0maxHz_v,f0maxst_v,intens_v,h1h2,cpps,slope
mono_G-L_left_0279,G,6,fUNk,0.210,0,0,212.675,92.772,43.318,3.614,230.062,94.153,62.882,U,0.076,216.299,93.077,24.183,1.925,-1.547,230.062,94.153,66.904,3.407,11.950,-38.283
mono_G-L_left_0279,G,7,tsjo:,0.127,0,0,215.754,93.029,21.317,1.713,225.785,93.826,56.902,o:,0.014,213.190,92.821,20.329,1.636,-1.053,224.798,93.749,64.674,5.801,8.927,-37.490
mono_G-L_left_0279,G,8,ni:6t,0.203,0,0,206.545,92.276,22.176,1.815,222.807,93.596,65.380,i:6,0.071,207.395,92.348,18.711,1.539,1.456,219.992,93.376,67.531,-2.899,14.176,-30.740
mono_G-L_left_0279,G,9,d@s,0.250,1,0,344.813,101.153,22.686,1.153,352.093,101.518,57.310,@,0.073,346.806,101.254,22.357,1.136,0.393,352.093,101.518,61.427,9.159,11.254,-27.542
mono_G-L_left_0317,G,1,man,0.134,0,1,198.774,91.617,13.569,1.199,202.771,91.965,63.242,a,0.039,198.435,91.589,8.351,0.737,-0.203,200.414,91.762,64.620,3.001,16.549,-24.204
mono_G-L_left_0317,G,2,kan,0.176,0,0,214.138,92.901,28.293,2.247,232.650,94.347,64.213,a,0.047,215.793,93.033,28.293,2.247,-1.424,232.650,94.347,66.871,3.990,15.756,-21.672
mono_G-L_left_0317,G,3,ja:,0.100,0,0,203.729,92.037,23.201,1.963,216.412,93.092,66.096,a:,0.040,193.211,91.128,0,0,--undefined--,193.211,91.128,63.630,3.578,5.378,-18.052
mono_G-L_left_0317,G,4,aUx,0.170,1,0,189.123,90.755,10.289,0.933,196.064,91.382,57.911,aU,0.060,190.238,90.857,10.275,0.932,--undefined--,196.064,91.382,62.075,7.768,7.987,-17.571
mono_G-L_left_0317,G,5,tROts,0.300,0,1,212.912,92.794,32.668,2.559,237.775,94.721,54.255,O,0.048,211.808,92.708,32.668,2.559,--undefined--,237.775,94.721,60.189,7.872,5.644,-25.336
mono_G-L_left_0317,G,6,de:m,0.090,0,0,210.366,92.569,40.983,3.261,238.742,94.793,58.873,e:,0.020,217.004,93.117,35.847,2.818,-1.349,238.742,94.793,59.908,5.491,10.803,-33.138
mono_G-L_left_0317,G,7,aUs,0.227,0,0,185.341,90.380,41.486,4.010,201.899,91.918,59.045,aU,0.160,187.138,90.541,41.486,4.010,--undefined--,201.899,91.918,60.401,--undefined--,7.342,-19.745
mono_G-L_left_0317,G,8,tsi:n,0.253,1,0,196.434,91.405,30.430,2.593,218.726,93.276,59.935,i:,0.063,200.730,91.778,29.238,2.485,--undefined--,218.726,93.276,62.786,3.132,14.467,-33.754
mono_G-L_left_0366,G,1,man,0.140,0,1,192.232,91.033,20.378,1.886,197.526,91.512,66.798,a,0.030,194.983,91.286,7.062,0.631,-0.200,197.526,91.512,66.463,4.409,16.122,-25.285
mono_G-L_left_0366,G,2,vI6t,0.130,0,0,190.319,90.847,23.834,2.209,198.970,91.637,61.496,I6,0.048,197.840,91.538,5.122,0.451,0.124,198.970,91.637,64.884,5.473,14.149,-27.739
mono_G-L_left_0366,G,3,aU,0.059,0,0,188.393,90.681,17.282,1.591,196.856,91.452,62.794,aU,0.059,188.393,90.681,17.282,1.591,--undefined--,196.856,91.452,62.794,8.966,10.757,-28.342
mono_G-L_left_0366,G,4,RECt,0.210,0,0,185.726,90.345,66.741,6.187,222.090,93.540,57.851,E,0.060,195.266,91.266,51.361,4.564,--undefined--,222.090,93.540,62.272,7.631,5.495,-24.184
mono_G-L_left_0366,G,5,ko:,0.130,0,0,201.966,91.880,24.888,2.149,213.201,92.833,58.292,o:,0.050,201.966,91.880,24.888,2.149,--undefined--,213.201,92.833,62.269,5.690,8.510,-36.216
mono_G-L_left_0366,G,6,mIS,0.150,0,0,310.452,96.873,419.196,21.326,591.871,110.510,62.836,I,0.030,186.327,90.491,22.759,2.116,-1.021,198.005,91.553,63.707,7.189,11.753,-33.116
mono_G-L_left_0366,G,7,an,0.190,0,0,219.257,92.741,356.038,18.188,547.529,109.161,61.586,a,0.100,361.598,101.186,342.482,17.003,--undefined--,547.529,109.161,58.356,-0.710,10.685,-16.152
mono_G-L_left_0366,G,8,g@,0.060,0,0,187.929,90.641,16.790,1.568,193.852,91.186,58.412,@,0.030,190.944,90.922,9.469,0.868,-0.638,193.852,91.186,59.610,10.717,3.962,-34.413
mono_G-L_left_0366,G,9,kUkt,0.268,1,0,186.719,90.515,27.860,2.592,200.415,91.763,53.624,U,0.050,195.653,91.343,11.677,1.040,--undefined--,200.415,91.763,57.775,12.512,6.253,-35.079
mono_G-L_left_0381,G,1,ts,0.139,0,1,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,48.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_G-L_left_0381,G,2,a:,0.084,0,0,196.092,91.310,61.452,5.355,230.824,94.208,64.138,a:,0.057,206.865,92.272,51.332,4.351,--undefined--,230.824,94.208,65.360,7.817,7.996,-26.026
mono_G-L_left_0381,G,3,b6,0.093,1,0,193.744,91.171,15.847,1.427,200.319,91.754,63.593,6,0.093,193.744,91.171,15.847,1.427,--undefined--,200.319,91.754,63.593,5.046,16.606,-26.286
mono_G-L_left_0381,G,4,gants,0.240,0,1,197.679,91.515,25.632,2.213,213.536,92.860,63.965,a,0.055,194.277,91.217,23.356,2.014,-1.163,212.510,92.775,65.857,5.361,14.266,-24.537
mono_G-L_left_0381,G,5,a6k,0.179,0,0,240.088,94.363,137.088,9.477,325.202,100.142,59.359,a6,0.110,274.264,96.722,137.088,9.477,--undefined--,325.202,100.142,60.514,0.773,11.539,-19.335
mono_G-L_left_0381,G,6,tRO,0.221,0,0,195.004,91.283,13.231,1.174,201.941,91.895,56.289,O,0.070,195.004,91.283,13.231,1.174,--undefined--,201.941,91.895,60.269,9.220,6.451,-21.903
mono_G-L_left_0381,G,7,kN,0.149,0,0,205.188,92.131,39.545,3.278,229.202,94.086,54.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_G-L_left_0381,G,8,o:,0.101,0,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,59.169,o:,0.101,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,59.169,--undefined--,7.957,-26.349
mono_G-L_left_0381,G,9,d6,0.180,1,0,254.445,95.863,56.704,4.016,273.799,97.164,59.229,6,0.115,255.082,95.905,56.704,4.016,--undefined--,273.799,97.164,60.680,12.066,5.791,-33.239
mono_G-L_left_0450,G,1,ja:,0.220,0,1,204.327,92.086,37.020,2.976,234.729,94.502,63.991,a:,0.140,200.737,91.790,6.127,0.529,-0.305,203.836,92.055,63.936,6.495,16.482,-20.689
mono_G-L_left_0450,G,2,d@s,0.170,0,0,197.350,91.472,31.218,2.739,213.036,92.820,54.051,@,0.034,203.981,92.051,24.218,2.089,-1.856,213.036,92.820,58.831,15.753,5.704,-34.961
mono_G-L_left_0450,G,3,hat,0.090,0,0,203.516,92.005,34.909,2.957,222.374,93.563,56.510,a,0.025,209.394,92.506,25.598,2.117,-2.074,222.374,93.563,60.638,8.364,8.916,-34.506
mono_G-L_left_0450,G,4,mi:6,0.104,0,0,194.512,91.237,27.586,2.466,207.911,92.398,62.949,i:6,0.064,191.565,90.976,19.396,1.770,-1.187,199.721,91.702,63.388,2.759,13.808,-34.979
mono_G-L_left_0450,G,5,ga:6,0.191,0,0,191.482,90.957,34.129,3.037,212.146,92.747,57.189,a:6,0.105,191.137,90.930,32.155,2.846,--undefined--,212.146,92.747,59.251,7.267,8.169,-24.083
mono_G-L_left_0450,G,6,nIC,0.135,0,0,191.087,90.920,29.489,2.725,202.527,91.944,59.122,I,0.040,193.386,91.137,21.488,1.943,-1.260,202.527,91.944,61.737,5.350,9.533,-38.632
mono_G-L_left_0450,G,7,g@,0.100,0,0,202.031,91.841,47.074,3.976,229.517,94.109,54.952,@,0.040,202.031,91.841,47.074,3.976,--undefined--,229.517,94.109,58.611,7.385,6.814,-35.109
mono_G-L_left_0450,G,8,fa,0.223,0,0,193.206,91.099,43.984,4.122,207.592,92.371,54.156,a,0.093,196.462,91.406,22.413,1.978,-0.680,207.592,92.371,57.017,9.804,6.318,-32.816
mono_G-L_left_0450,G,9,ln,0.147,1,0,200.369,91.756,11.987,1.045,204.639,92.123,57.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_G-L_left_0615,G,1,dEs,0.210,0,1,224.251,93.701,25.467,1.907,244.075,95.174,64.813,E,0.060,225.020,93.760,24.846,1.859,-1.178,244.075,95.174,68.812,2.087,12.202,-25.156
mono_G-L_left_0615,G,2,va:6,0.300,1,0,247.312,95.355,85.047,5.896,294.652,98.434,66.795,a:6,0.250,247.342,95.351,85.047,5.896,--undefined--,294.652,98.434,67.206,5.009,18.166,-16.146
mono_G-L_left_0615,G,3,aI,0.132,0,1,226.337,93.864,19.641,1.538,231.056,94.225,66.999,aI,0.132,226.337,93.864,19.641,1.538,--undefined--,231.056,94.225,66.999,2.872,12.317,-22.061
mono_G-L_left_0615,G,4,nt,0.050,0,0,217.467,93.166,21.566,1.736,226.053,93.846,59.920,@,0.013,221.268,93.474,7.852,0.615,-0.365,224.870,93.755,62.474,9.262,6.086,-31.357
mono_G-L_left_0615,G,5,lIC,0.190,0,0,235.051,94.471,59.512,4.612,254.593,95.907,62.240,I,0.062,238.151,94.720,42.516,3.185,-2.511,253.019,95.797,66.570,4.123,11.694,-40.192
mono_G-L_left_0615,G,6,e:,0.064,0,0,254.047,95.732,115.931,8.275,305.046,99.035,61.884,e:,0.064,254.047,95.732,115.931,8.275,--undefined--,305.046,99.035,61.884,5.313,4.708,-26.734
mono_G-L_left_0615,G,7,6,0.066,0,0,207.498,92.350,28.657,2.431,218.753,93.278,67.027,6,0.066,207.498,92.350,28.657,2.431,1.720,218.753,93.278,67.027,4.392,11.696,-22.056
mono_G-L_left_0615,G,8,tsu:,0.220,0,0,242.344,94.905,87.193,6.807,268.209,96.807,60.868,u:,0.070,259.924,96.262,16.088,1.073,--undefined--,268.209,96.807,64.858,15.901,12.418,-37.208
mono_G-L_left_0615,G,9,fE,0.217,0,0,282.502,97.678,64.649,4.029,311.389,99.391,60.369,E,0.087,286.719,97.950,38.944,2.313,--undefined--,311.389,99.391,64.162,2.634,10.892,-29.249
mono_G-L_left_0615,G,10,lIC,0.522,1,0,333.921,100.451,131.383,6.999,394.977,103.508,58.413,I,0.130,362.826,101.989,84.225,4.154,2.698,394.977,103.508,62.831,17.731,13.007,-36.609
mono_G-L_left_0852,G,1,vaIl,0.160,0,1,209.358,92.496,35.948,2.901,233.094,94.379,71.794,aI,0.090,207.239,92.332,20.913,1.719,-1.603,221.215,93.471,72.174,-0.880,17.240,-18.755
mono_G-L_left_0852,G,2,dEs,0.192,0,0,201.923,91.880,40.015,3.446,221.680,93.508,67.079,E,0.070,205.929,92.231,10.340,0.869,0.463,211.180,92.668,70.593,-1.961,15.885,-26.156
mono_G-L_left_0852,G,3,ja:,0.104,0,0,199.662,91.673,38.011,3.216,224.241,93.707,68.169,a:,0.066,192.702,91.082,12.501,1.125,-0.751,198.731,91.616,67.218,-1.983,15.521,-28.320
mono_G-L_left_0852,G,4,zo:,0.234,0,0,191.926,90.990,44.684,4.278,204.104,92.078,65.388,o:,0.170,192.090,91.002,43.663,4.191,--undefined--,203.082,91.991,66.511,-0.833,13.353,-29.979
mono_G-L_left_0852,G,5,E:,0.125,0,0,183.780,90.256,20.365,1.950,191.193,90.947,67.037,E:,0.125,183.780,90.256,20.365,1.950,--undefined--,191.193,90.947,67.037,0.142,13.172,-25.615
mono_G-L_left_0852,G,6,mIn,0.227,0,0,194.202,91.215,15.550,1.417,198.855,91.627,67.104,I,0.060,195.911,91.368,7.473,0.664,-0.468,198.855,91.627,69.140,-2.325,16.020,-37.780
mono_G-L_left_0852,G,7,d6,0.108,0,0,189.908,90.819,28.726,2.623,204.521,92.116,67.886,6,0.090,188.650,90.705,27.411,2.508,-1.469,203.206,92.002,68.183,2.216,14.557,-27.477
mono_G-L_left_0852,G,8,ve:6,0.140,0,0,180.878,89.986,10.546,1.015,185.163,90.392,64.402,e:6,0.090,181.329,90.029,5.687,0.540,-0.398,185.163,90.392,65.657,2.530,17.681,-19.200
mono_G-L_left_0852,G,9,tIC,0.197,0,0,193.671,91.115,65.627,5.782,231.057,94.225,58.834,I,0.050,195.688,91.343,19.542,1.753,--undefined--,203.473,92.026,63.429,7.309,9.475,-37.785
mono_G-L_left_0852,G,10,Is,0.103,1,0,197.944,91.506,58.044,4.954,233.852,94.448,61.608,I,0.053,201.794,91.854,52.256,4.396,-1.481,233.852,94.448,62.744,3.183,13.011,-29.390
mono_G-L_left_0854,G,1,vaIl,0.127,0,1,187.322,90.589,14.731,1.366,194.168,91.214,64.373,aI,0.057,189.277,90.770,9.864,0.905,-0.584,193.731,91.175,64.849,4.415,17.553,-21.116
mono_G-L_left_0854,G,2,dEs,0.140,0,0,183.796,90.261,11.480,1.094,187.176,90.579,63.036,E,0.050,185.353,90.409,4.631,0.434,0.402,187.176,90.579,65.928,1.248,17.486,-28.470
mono_G-L_left_0854,G,3,Un,0.113,0,0,196.568,91.426,6.422,0.565,200.152,91.740,65.506,U,0.047,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,60.929,--undefined--,6.300,-30.358
mono_G-L_left_0854,G,4,g@,0.075,0,0,191.503,90.960,30.537,2.871,199.786,91.708,68.797,@,0.031,185.456,90.398,24.641,2.353,-1.967,193.890,91.189,67.207,10.125,9.120,-38.403
mono_G-L_left_0854,G,5,fE:6,0.178,0,0,189.953,90.821,35.034,3.252,204.569,92.117,65.615,E:6,0.098,191.338,90.953,22.847,2.051,-1.821,204.569,92.117,66.466,-2.422,17.614,-29.524
mono_G-L_left_0854,G,6,je:,0.134,0,0,197.902,91.507,41.600,3.653,219.252,93.328,63.610,e:,0.040,204.269,92.090,14.534,1.293,0.188,206.217,92.256,67.631,-1.066,15.488,-31.497
mono_G-L_left_0854,G,7,d6,0.133,0,0,206.870,92.292,47.516,4.057,227.143,93.935,66.785,6,0.103,209.146,92.497,24.892,2.016,-1.553,227.143,93.935,67.676,3.162,15.878,-20.190
mono_G-L_left_0854,G,8,kan,0.247,1,0,201.351,91.825,37.339,3.178,222.674,93.585,62.684,a,0.050,201.325,91.824,31.660,2.661,-1.595,222.338,93.559,65.476,5.330,13.526,-20.988
mono_G-L_left_0901,G,1,ah,0.091,0,1,277.986,97.421,23.651,1.482,288.165,98.049,68.688,a,0.091,277.986,97.421,23.651,1.482,--undefined--,288.165,98.049,68.688,2.274,8.075,-17.923
mono_G-L_left_0901,G,2,dOx,0.152,0,0,277.035,97.324,72.010,4.340,323.911,100.073,68.243,O,0.054,286.546,97.938,58.824,3.528,-1.801,318.425,99.769,71.626,0.431,16.059,-20.845
mono_G-L_left_0901,G,3,das,0.234,0,0,236.862,94.618,64.995,4.517,283.042,97.738,62.557,a,0.159,235.462,94.523,63.591,4.430,-4.324,281.638,97.652,63.785,20.912,7.665,-30.738
mono_G-L_left_0901,G,4,Is,0.045,0,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,49.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_G-L_left_0901,G,5,ze:6,0.081,0,0,220.674,93.422,26.951,2.112,234.712,94.497,64.870,e:6,0.060,220.674,93.422,26.951,2.112,--undefined--,234.712,94.497,66.046,1.478,10.133,-22.404
mono_G-L_left_0901,G,6,fE6,0.120,0,0,230.340,94.149,41.238,3.135,248.999,95.520,63.272,E6,0.040,230.548,94.165,35.481,2.664,--undefined--,248.999,95.520,65.904,6.577,9.534,-32.951
mono_G-L_left_0901,G,7,p2:nt,0.396,0,0,250.016,95.515,81.527,6.266,268.369,96.817,60.009,2:,0.110,259.151,96.208,20.552,1.400,--undefined--,264.586,96.571,62.930,5.430,13.907,-37.998
mono_G-L_left_0901,G,8,hi:6,0.215,1,0,204.789,92.120,39.228,3.178,234.166,94.461,64.936,i:6,0.169,204.206,92.072,39.228,3.178,-2.672,234.166,94.461,65.894,2.530,15.862,-26.232
mono_G-L_left_1169,G,1,ja:,0.133,0,1,227.570,93.955,29.282,2.162,249.078,95.525,72.601,a:,0.081,224.502,93.725,15.291,1.164,-0.691,235.209,94.534,73.463,0.603,14.781,-25.419
mono_G-L_left_1169,G,2,na,0.107,0,0,225.564,93.803,23.850,1.855,234.733,94.499,73.300,a,0.079,224.333,93.710,22.658,1.767,-1.043,233.542,94.410,73.706,0.784,17.848,-21.775
mono_G-L_left_1169,G,3,ty:6,0.151,0,0,224.130,93.649,48.790,3.820,246.444,95.342,64.574,y:6,0.034,238.628,94.776,20.003,1.465,-1.204,246.444,95.342,68.779,10.862,10.665,-37.231
mono_G-L_left_1169,G,4,lIC,0.167,0,0,223.205,93.523,78.654,6.603,248.030,95.452,67.632,I,0.070,235.042,94.485,50.767,3.968,-2.649,248.030,95.452,70.021,7.197,15.236,-30.125
mono_G-L_left_1169,G,5,baI,0.162,0,0,190.324,90.842,36.149,3.379,204.165,92.090,67.831,aI,0.088,190.324,90.842,36.149,3.379,--undefined--,204.165,92.090,69.942,2.855,15.993,-17.511
mono_G-L_left_1169,G,6,al,0.101,0,0,197.621,91.513,17.275,1.486,209.985,92.570,69.259,a,0.071,194.822,91.272,6.441,0.569,0.060,199.152,91.652,69.636,1.991,18.238,-17.256
mono_G-L_left_1169,G,7,tn,0.090,0,0,203.339,91.994,37.967,3.283,220.177,93.391,62.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_G-L_left_1169,G,8,fRaU,0.292,0,0,225.179,93.760,58.463,4.927,236.072,94.597,68.002,aU,0.152,226.758,93.895,20.053,1.537,--undefined--,236.072,94.597,70.430,4.283,15.149,-17.782
mono_G-L_left_1169,G,9,@n,0.138,1,0,218.452,93.208,55.111,4.653,233.839,94.432,72.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_G-L_left_1243,G,1,je:,0.119,0,1,216.879,93.108,37.963,3.085,232.628,94.343,71.151,e:,0.069,223.663,93.657,17.282,1.337,1.259,232.628,94.343,71.783,-0.025,15.994,-30.455
mono_G-L_left_1243,G,2,d6,0.081,0,0,227.995,93.980,36.098,2.794,241.712,95.006,70.399,6,0.060,231.449,94.248,22.049,1.656,-1.186,241.712,95.006,71.182,-1.454,14.828,-23.542
mono_G-L_left_1243,G,3,mEnS,0.216,0,0,216.303,93.058,40.758,3.173,242.277,95.046,67.030,E,0.065,206.826,92.306,7.901,0.661,0.248,210.885,92.644,68.357,-0.506,13.513,-20.810
mono_G-L_left_1243,G,4,kan,0.237,0,0,205.797,92.123,69.344,5.761,244.991,95.239,65.353,a,0.055,228.061,93.971,38.314,2.944,-1.917,244.991,95.239,69.835,9.046,10.775,-31.399
mono_G-L_left_1243,G,5,bo:,0.159,0,0,223.406,93.616,37.863,2.881,247.041,95.384,63.819,o:,0.112,223.406,93.616,37.863,2.881,1.985,247.041,95.384,65.249,3.701,11.856,-46.506
mono_G-L_left_1243,G,6,dn,0.108,0,0,217.053,93.074,62.175,5.281,236.533,94.631,63.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_G-L_left_1243,G,7,vI,0.140,0,0,184.295,90.303,22.312,2.113,194.197,91.217,66.306,I,0.090,187.567,90.614,11.796,1.084,-0.505,194.197,91.217,67.907,-0.016,14.496,-28.590
mono_G-L_left_1243,G,8,Sn,0.270,1,0,274.076,95.107,404.838,20.483,583.599,110.266,62.570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_M-A_left_0004,M,1,zOn,0.120,0,1,198.066,91.539,42.481,3.647,223.628,93.660,64.507,O,0.040,192.989,91.108,6.885,0.615,-0.183,197.174,91.480,65.568,-4.188,11.671,-24.388
mono_M-A_left_0004,M,2,d6n,0.120,0,0,196.793,91.446,6.095,0.536,199.756,91.705,63.504,6,0.050,196.475,91.418,2.092,0.184,-0.169,197.503,91.509,64.105,-0.056,17.714,-24.106
mono_M-A_left_0004,M,3,nu:6,0.130,0,0,192.950,91.098,19.280,1.723,203.466,92.024,62.914,u:6,0.100,190.842,90.911,13.547,1.229,-1.224,197.733,91.529,63.235,-1.043,15.860,-22.424
mono_M-A_left_0004,M,4,Um,0.080,0,0,177.164,89.605,34.769,3.560,187.068,90.569,60.919,U,0.030,183.444,90.228,11.506,1.099,-0.395,187.068,90.569,63.287,-3.012,11.663,-21.574
mono_M-A_left_0004,M,5,al,0.155,0,0,182.983,90.159,41.466,3.921,204.366,92.100,62.671,a,0.120,177.733,89.667,26.593,2.614,--undefined--,189.493,90.792,62.465,0.260,12.761,-11.823
mono_M-A_left_0004,M,6,ta:ks,0.255,0,0,215.824,93.031,31.401,2.552,229.136,94.081,58.718,a:,0.100,219.808,93.357,15.560,1.217,-0.831,229.136,94.081,61.973,5.636,13.395,-27.717
mono_M-A_left_0004,M,7,kUl,0.212,0,0,210.896,92.619,43.877,3.538,237.493,94.703,59.159,U,0.084,212.883,92.786,35.336,2.791,-2.300,237.493,94.703,62.951,-2.719,15.513,-40.107
mono_M-A_left_0004,M,8,tu:6,0.398,1,0,222.642,93.570,62.430,4.840,256.045,96.005,62.597,u:6,0.296,222.627,93.570,42.379,3.134,--undefined--,256.045,96.005,63.976,2.545,16.530,-21.402
mono_M-A_left_0030,M,1,Un,0.102,0,1,225.298,93.771,41.685,3.111,253.576,95.835,62.123,U,0.042,235.098,94.507,34.502,2.535,--undefined--,253.576,95.835,61.324,9.240,12.715,-28.229
mono_M-A_left_0030,M,2,dan,0.127,0,0,221.685,93.482,62.990,4.639,267.975,96.791,65.369,a,0.050,227.536,93.924,56.443,4.098,-1.925,267.975,96.791,66.809,-1.151,16.984,-22.306
mono_M-A_left_0030,M,3,ha:,0.093,0,0,220.807,93.431,25.780,2.063,229.578,94.115,68.934,a:,0.080,220.225,93.385,25.780,2.063,-1.757,229.578,94.115,69.142,2.667,20.293,-13.287
mono_M-A_left_0030,M,4,b@,0.040,0,0,202.170,91.912,6.925,0.589,207.086,92.329,59.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_M-A_left_0030,M,5,IC,0.110,0,0,212.426,92.762,20.238,1.673,219.782,93.359,60.396,I,0.047,213.256,92.831,18.944,1.564,0.237,219.782,93.359,63.740,6.854,9.974,-36.623
mono_M-A_left_0030,M,6,nOx,0.210,0,0,214.874,92.929,68.053,5.441,252.339,95.751,62.876,O,0.110,210.411,92.599,26.315,2.165,-1.150,225.348,93.792,64.533,1.293,19.242,-15.799
mono_M-A_left_0030,M,7,dOYtS,0.465,0,0,226.669,93.873,32.225,2.484,241.114,94.963,66.141,OY,0.213,226.563,93.863,32.225,2.484,1.523,241.114,94.963,69.450,-1.680,21.387,-14.288
mono_M-A_left_0030,M,8,Un,0.145,0,0,243.774,94.890,133.086,8.739,335.767,100.696,59.667,U,0.085,276.331,97.072,133.086,8.739,--undefined--,335.767,100.696,58.413,10.298,6.877,-21.496
mono_M-A_left_0030,M,9,po:,0.147,0,0,201.538,91.824,40.325,3.336,230.131,94.156,60.880,o:,0.057,199.384,91.640,40.325,3.336,-2.697,230.131,94.156,64.598,-1.147,13.337,-29.630
mono_M-A_left_0030,M,10,li:,0.063,0,0,188.634,90.708,16.873,1.540,198.278,91.577,59.746,i:,0.040,189.013,90.740,16.873,1.540,1.258,198.278,91.577,59.112,11.755,8.320,-36.355
mono_M-A_left_0030,M,11,ti:k,0.290,1,0,198.065,91.494,63.268,5.308,239.669,94.861,56.516,i:,0.078,197.477,91.428,63.268,5.308,-1.943,239.669,94.861,61.395,-7.278,8.523,-31.937
mono_M-A_left_0065,M,1,d@s,0.221,0,1,216.058,92.960,91.025,7.328,264.274,96.568,59.373,@,0.050,225.031,93.722,53.700,3.950,-3.234,264.274,96.568,64.512,-1.409,13.599,-27.723
mono_M-A_left_0065,M,2,va:6,0.139,0,0,209.628,92.538,21.317,1.759,220.573,93.421,66.475,a:6,0.120,209.628,92.538,21.317,1.759,-0.585,220.573,93.421,67.050,1.814,19.573,-15.230
mono_M-A_left_0065,M,3,tsi:m,0.202,0,0,245.514,95.228,66.664,4.914,269.948,96.919,65.732,i:,0.045,256.656,96.039,21.576,1.441,-1.291,269.948,96.919,69.628,19.311,12.428,-41.063
mono_M-A_left_0065,M,4,lIC,0.131,0,0,262.094,95.858,263.651,14.557,463.639,106.282,63.256,I,0.026,213.236,92.820,26.090,2.122,--undefined--,226.078,93.847,61.362,12.238,7.467,-34.205
mono_M-A_left_0065,M,5,E,0.137,0,0,247.543,95.307,233.195,12.103,463.639,106.282,64.428,E,0.137,247.543,95.307,233.195,12.103,--undefined--,463.639,106.282,64.428,1.590,13.729,-20.378
mono_M-A_left_0065,M,6,ts@nt,0.322,0,0,275.999,97.277,71.057,4.412,315.866,99.638,60.278,@,0.084,284.762,97.838,35.571,2.089,-1.132,312.988,99.479,64.029,16.109,11.555,-28.803
mono_M-A_left_0065,M,7,@n,0.248,0,0,236.259,94.567,77.084,5.379,288.232,98.055,58.694,@,0.058,259.869,96.209,61.145,4.099,-3.358,288.232,98.055,57.757,19.355,5.887,-19.937
mono_M-A_left_0065,M,8,IC,0.135,0,0,223.276,93.572,63.401,5.210,244.069,95.176,55.088,I,0.060,230.651,94.180,28.420,2.153,-0.424,244.069,95.176,57.514,4.743,8.997,-35.450
mono_M-A_left_0065,M,9,vOl,0.205,0,0,231.589,94.257,40.326,2.838,266.712,96.710,68.584,O,0.110,229.967,94.143,7.350,0.553,-0.482,233.736,94.425,69.661,-3.908,16.659,-15.763
mono_M-A_left_0065,M,10,t@,0.330,1,0,224.158,93.681,47.014,3.515,255.766,95.984,63.751,@,0.290,224.730,93.725,44.554,3.314,--undefined--,255.766,95.984,64.142,-0.980,12.370,-20.286
mono_M-A_left_0072,M,1,a:,0.110,0,1,200.313,91.747,21.037,1.831,209.875,92.563,62.528,a:,0.110,200.313,91.747,21.037,1.831,--undefined--,209.875,92.563,62.528,-0.087,10.053,-11.887
mono_M-A_left_0072,M,2,b6,0.095,0,0,205.222,92.171,10.474,0.892,208.636,92.458,63.897,6,0.065,205.142,92.164,10.474,0.892,-0.230,208.636,92.458,64.945,-1.472,18.261,-20.700
mono_M-A_left_0072,M,3,dan,0.125,0,0,202.912,91.956,34.949,2.907,226.148,93.854,63.214,a,0.050,197.659,91.520,12.073,1.059,-0.811,203.461,92.023,64.251,-0.094,17.422,-20.738
mono_M-A_left_0072,M,4,ha:b,0.200,0,0,211.760,92.700,35.833,2.895,232.698,94.348,62.140,a:,0.100,213.343,92.830,30.062,2.411,-2.093,231.217,94.237,64.260,0.302,20.806,-9.472
mono_M-A_left_0072,M,5,ICs,0.120,0,0,214.170,92.875,47.258,3.832,238.077,94.745,57.929,@,0.030,224.129,93.689,20.468,1.558,-1.521,238.077,94.745,61.459,2.764,10.695,-33.802
mono_M-A_left_0072,M,6,dOx,0.180,0,0,247.121,95.377,27.559,1.927,261.358,96.359,62.467,O,0.090,245.317,95.253,23.599,1.663,--undefined--,257.399,96.094,65.066,-1.788,3.957,-20.824
