filename,speaker,syllno,syll,sylldur,prepausal,postpausal,f0meanhz,f0meanst,f0rangehz,f0rangest,f0maxhz,f0maxst,intens,seglabel,segdur,f0meanhz_v,f0meanst_v,f0rangehz_v,f0rangest_v,f0rangest_v_abs,f0maxHz_v,f0maxst_v,intens_v,h1h2,cpps,slope
mono_B-M_left_0783,B,2,zo:,0.090,0,0,189.169,90.191,233.933,15.339,398.044,103.641,63.772,o:,0.030,236.382,93.391,230.116,14.941,12.824,398.044,103.641,63.208,-1.241,8.086,-29.707
mono_B-M_left_0783,B,3,IC,0.140,0,0,280.489,96.556,257.547,17.309,407.488,104.048,65.707,I,0.080,301.313,97.829,257.547,17.309,-10.665,407.488,104.048,66.514,21.122,10.208,-26.545
mono_B-M_left_0783,B,4,k9n,0.196,0,0,204.735,92.105,57.411,5.002,228.975,94.070,69.760,9,0.078,209.214,92.489,32.547,2.656,--undefined--,228.975,94.070,72.374,4.542,10.240,-26.529
mono_B-M_left_0783,B,5,t@,0.080,0,0,186.836,90.530,32.659,3.155,195.605,91.342,70.676,@,0.059,189.739,90.807,22.005,2.065,-0.489,195.605,91.342,71.716,0.126,19.699,-24.953
mono_B-M_left_0783,B,6,da:,0.092,0,0,182.434,90.128,16.824,1.597,190.938,90.924,71.799,a:,0.080,183.297,90.211,13.353,1.255,-0.409,190.938,90.924,72.168,5.775,18.973,-19.655
mono_B-M_left_0783,B,7,jEts,0.153,0,0,174.486,89.360,13.414,1.351,178.698,89.777,67.051,E,0.037,172.866,89.198,11.257,1.141,-1.054,176.541,89.566,70.055,4.593,19.158,-26.395
mono_B-M_left_0783,B,8,nIC,0.176,0,0,193.052,91.098,37.665,3.363,214.458,92.954,64.161,I,0.040,192.454,91.060,2.103,0.189,0.108,193.717,91.174,68.242,14.581,16.930,-32.871
mono_B-M_left_0783,B,9,hIn,0.124,0,0,202.869,91.966,24.706,2.064,220.606,93.432,69.520,I,0.024,206.050,92.227,21.857,1.821,-1.613,218.480,93.256,69.898,10.957,12.423,-27.401
mono_B-M_left_0783,B,10,ge:n,0.170,1,0,183.533,90.230,30.205,2.819,200.953,91.809,69.211,e:,0.090,183.347,90.220,8.289,0.788,-0.560,186.347,90.502,69.721,6.759,19.475,-25.257
mono_B-M_left_0956,B,1,m,0.170,0,1,214.623,92.938,31.319,2.529,230.717,94.201,73.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_B-M_left_0956,B,2,hm,0.280,1,0,213.043,92.787,54.029,4.366,242.370,95.053,71.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_B-M_left_0956,B,3,RaI,0.277,0,1,206.456,92.152,96.834,7.712,269.347,96.880,72.592,aI,0.118,221.833,93.396,78.756,5.990,5.496,269.347,96.880,75.665,4.680,15.110,-12.620
mono_B-M_left_0956,B,4,t@n,0.166,0,0,218.303,93.171,80.710,6.168,269.347,96.880,69.367,@,0.050,234.910,94.475,49.119,3.599,-3.148,261.708,96.382,72.032,14.790,13.982,-41.450
mono_B-M_left_0956,B,5,ge:,0.119,0,0,220.530,93.381,61.066,5.201,235.325,94.542,72.458,e:,0.085,224.852,93.753,14.090,1.069,0.286,235.325,94.542,73.788,2.810,18.635,-21.553
mono_B-M_left_0956,B,6,n@,0.095,0,0,223.131,93.615,22.281,1.753,231.611,94.268,73.531,@,0.043,217.528,93.177,15.172,1.212,-0.768,224.502,93.727,73.449,5.949,17.864,-28.177
mono_B-M_left_0956,B,7,REl,0.127,0,0,188.685,90.701,31.032,2.777,209.331,92.515,72.553,E,0.060,187.172,90.570,19.015,1.734,-1.390,199.456,91.679,73.377,3.594,17.272,-29.291
mono_B-M_left_0956,B,8,maInst,0.243,0,0,180.969,89.991,18.465,1.805,186.548,90.521,66.710,aI,0.090,181.545,90.050,7.338,0.706,-0.159,184.068,90.289,69.027,10.526,18.074,-26.827
mono_B-M_left_0956,B,9,d@,0.170,1,0,176.673,89.541,59.037,5.517,216.350,93.087,64.311,@,0.129,176.292,89.507,59.037,5.517,--undefined--,216.350,93.087,65.569,8.343,17.770,-31.499
mono_B-M_left_1086,B,1,tse:n,0.289,0,1,208.247,92.424,11.909,0.999,212.474,92.774,67.287,e:,0.072,209.061,92.491,10.649,0.891,--undefined--,212.474,92.774,70.343,1.394,19.931,-24.678
mono_B-M_left_1086,B,2,bIs,0.091,0,0,202.287,91.917,16.654,1.433,209.698,92.546,64.054,I,0.028,203.030,91.984,13.157,1.123,-0.610,209.698,92.546,66.511,11.372,11.957,-29.507
mono_B-M_left_1086,B,3,tsvan,0.205,0,0,200.322,91.711,60.150,5.055,237.556,94.705,65.736,a,0.060,198.243,91.492,60.150,5.055,--undefined--,237.556,94.705,68.712,13.124,8.896,-18.740
mono_B-M_left_1086,B,4,tsIC,0.105,0,0,184.316,90.304,17.627,1.659,192.948,91.105,63.198,I,0.030,186.892,90.549,11.511,1.079,-0.830,191.068,90.937,65.246,18.504,5.307,-26.078
mono_B-M_left_1086,B,5,taU,0.200,0,0,207.154,92.332,17.147,1.406,220.053,93.382,71.561,aU,0.140,207.154,92.332,17.147,1.406,-1.128,220.053,93.382,73.059,12.239,14.052,-29.837
mono_B-M_left_1086,B,6,z@nt,0.144,0,0,194.911,91.270,23.191,2.089,203.002,91.984,68.011,@,0.030,201.581,91.862,5.167,0.447,-0.369,203.002,91.984,69.904,16.975,17.713,-42.656
mono_B-M_left_1086,B,7,OY,0.161,0,0,194.897,91.235,67.911,5.859,238.725,94.855,65.918,OY,0.161,194.897,91.235,67.911,5.859,--undefined--,238.725,94.855,65.918,6.273,7.192,-21.942
mono_B-M_left_1086,B,8,Ro:,0.174,1,0,217.543,93.148,36.982,3.013,231.527,94.260,67.128,o:,0.127,225.605,93.805,21.889,1.719,--undefined--,231.527,94.260,67.781,1.938,15.315,-35.567
mono_B-M_left_1324,B,1,zo:,0.100,0,1,204.284,92.073,27.394,2.301,220.519,93.424,61.146,o:,0.030,204.284,92.073,27.394,2.301,-1.609,220.519,93.424,64.595,13.990,7.657,-36.699
mono_B-M_left_1324,B,2,mI,0.100,0,0,212.126,92.727,31.389,2.525,231.292,94.243,69.887,I,0.040,222.927,93.599,16.114,1.253,1.096,231.292,94.243,69.905,7.578,12.620,-28.866
mono_B-M_left_1324,B,3,ta:ks,0.273,0,0,225.534,93.753,71.282,5.408,265.705,96.644,65.448,a:,0.078,225.534,93.775,64.666,4.835,-3.801,265.705,96.644,70.244,7.853,7.334,-24.573
mono_B-M_left_1324,B,4,n,0.057,0,0,218.658,93.223,48.913,3.721,252.496,95.763,66.978,I,0.030,231.050,94.193,48.913,3.721,-2.125,252.496,95.763,65.817,13.193,7.768,-34.984
mono_B-M_left_1324,B,5,di:,0.070,0,0,199.892,91.713,17.399,1.538,204.743,92.132,69.149,i:,0.040,197.667,91.518,17.271,1.528,-1.023,204.614,92.121,69.118,11.700,13.780,-34.174
mono_B-M_left_1324,B,6,zO,0.150,0,0,186.195,90.476,20.374,1.904,195.620,91.343,64.442,O,0.060,192.786,91.089,6.602,0.594,--undefined--,195.620,91.343,67.786,8.063,18.666,-20.159
mono_B-M_left_1324,B,7,n@,0.110,0,0,209.905,92.547,34.574,2.937,221.576,93.500,68.676,@,0.050,217.110,93.146,8.126,0.647,-0.030,221.576,93.500,68.252,10.376,13.870,-24.652
mono_B-M_left_1324,B,8,tsu:,0.140,0,0,221.412,93.450,52.434,3.999,254.335,95.887,61.053,u:,0.040,220.939,93.404,52.434,3.999,-3.735,254.335,95.887,65.636,5.455,8.322,-30.025
mono_B-M_left_1324,B,9,kna,0.267,0,0,206.024,92.227,39.361,3.260,229.508,94.112,66.375,a,0.097,203.387,92.016,10.513,0.883,-0.650,211.595,92.702,69.965,10.383,18.349,-22.786
mono_B-M_left_1324,B,10,ln,0.103,1,0,203.226,92.003,3.797,0.323,205.477,92.194,70.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_B-M_left_1390,B,1,di:,0.080,0,1,220.486,93.403,30.444,2.414,234.154,94.459,64.948,i:,0.040,220.486,93.403,30.444,2.414,--undefined--,234.154,94.459,65.805,10.978,7.247,-32.161
mono_B-M_left_1390,B,2,b@,0.080,0,0,193.726,91.165,19.128,1.707,203.710,92.045,63.374,@,0.030,197.369,91.492,16.307,1.463,--undefined--,201.248,91.834,65.112,7.626,5.186,-28.989
mono_B-M_left_1390,B,3,tsa:lS,0.223,0,0,207.346,92.336,42.387,3.573,227.328,93.944,68.013,a:,0.060,210.856,92.635,21.805,1.746,-1.103,227.328,93.944,72.426,3.166,20.334,-18.994
mono_B-M_left_1390,B,4,d@,0.057,0,0,201.799,91.856,28.513,2.445,216.505,93.099,58.103,@,0.031,200.890,91.779,28.513,2.445,-2.017,216.505,93.099,60.250,7.090,7.825,-31.762
mono_B-M_left_1390,B,5,zEl,0.200,0,0,189.951,90.823,24.248,2.229,200.690,91.786,66.413,E,0.124,194.078,91.203,13.558,1.211,0.481,200.690,91.786,67.853,7.783,7.447,-29.376
mono_B-M_left_1390,B,6,b6,0.070,0,0,182.231,90.114,7.975,0.761,185.554,90.428,65.228,6,0.040,182.569,90.146,7.975,0.761,-0.545,185.554,90.428,65.545,10.532,13.990,-36.607
mono_B-M_left_1390,B,7,o:,0.130,0,0,196.918,91.419,48.454,4.202,224.864,93.755,60.759,o:,0.130,196.918,91.419,48.454,4.202,1.157,224.864,93.755,60.759,14.002,3.427,-31.272
mono_B-M_left_1390,B,8,ke:,0.230,1,0,188.920,90.728,35.526,3.256,207.314,92.349,61.071,e:,0.109,189.067,90.748,21.849,1.939,--undefined--,206.110,92.247,64.539,19.699,10.791,-36.313
mono_G-B_left_0924,G,1,dOx,0.174,0,1,219.320,93.258,71.291,5.735,252.822,95.784,68.442,O,0.110,225.538,93.781,41.601,3.112,-1.653,252.822,95.784,70.098,1.274,19.424,-17.847
mono_G-B_left_0924,G,2,dan,0.159,0,0,226.110,93.825,52.171,3.810,264.428,96.567,69.441,a,0.040,236.157,94.568,45.587,3.282,-2.385,264.428,96.567,68.045,3.951,10.627,-32.582
mono_G-B_left_0924,G,3,vaIs,0.183,0,0,206.438,92.270,27.578,2.298,221.807,93.518,67.726,aI,0.110,205.671,92.208,16.974,1.450,-0.864,211.203,92.670,68.482,3.886,18.036,-24.221
mono_G-B_left_0924,G,4,IC,0.107,0,0,209.895,92.547,26.882,2.258,219.533,93.340,61.244,I,0.037,214.971,92.972,13.739,1.117,-1.043,219.533,93.340,63.635,4.819,9.294,-34.856
mono_G-B_left_0924,G,5,vas,0.150,0,0,200.672,91.762,36.084,3.158,216.427,93.093,60.773,a,0.050,204.840,92.131,20.442,1.718,--undefined--,216.427,93.093,63.945,5.230,12.188,-25.234
mono_G-B_left_0924,G,6,du:,0.090,0,0,224.520,93.690,40.728,3.135,245.818,95.297,56.975,u:,0.040,224.520,93.690,40.728,3.135,--undefined--,245.818,95.297,60.139,8.379,4.145,-35.454
mono_G-B_left_0924,G,7,maInst,0.330,0,0,210.580,92.617,15.229,1.237,220.945,93.451,61.339,aI,0.090,210.952,92.649,6.021,0.492,0.146,214.310,92.923,62.712,8.285,14.019,-26.890
mono_G-B_left_0924,G,8,ja:,0.210,1,0,233.917,94.432,23.576,1.724,248.813,95.509,58.940,a:,0.180,232.989,94.365,22.471,1.644,--undefined--,247.709,95.429,59.361,12.794,6.423,-28.521
mono_G-L_left_0005,G,1,IC,0.157,0,1,225.681,93.709,107.334,7.670,299.865,98.738,55.648,I,0.060,234.908,94.429,93.025,6.430,--undefined--,299.865,98.738,60.189,4.165,7.693,-38.390
mono_G-L_left_0005,G,2,ha:p,0.243,0,0,222.823,93.564,51.956,3.915,256.754,96.052,60.429,a:,0.070,226.970,93.892,40.373,2.963,-2.931,256.754,96.052,64.139,1.176,8.082,-22.083
mono_G-L_left_0005,G,3,hOYt,0.243,0,0,219.165,93.292,43.251,3.451,239.168,94.823,62.277,OY,0.118,219.544,93.328,37.612,3.038,-1.397,233.529,94.410,64.718,5.904,12.695,-25.835
mono_G-L_left_0005,G,4,mI,0.096,0,0,219.348,93.321,28.984,2.303,232.410,94.326,63.333,I,0.050,220.484,93.411,19.682,1.597,-0.101,223.108,93.620,65.089,-3.012,14.169,-31.622
mono_G-L_left_0005,G,5,ta:k,0.210,0,0,219.813,93.329,52.212,3.950,255.988,96.000,60.288,a:,0.070,226.996,93.886,42.668,3.158,-2.860,255.988,96.000,64.041,2.368,13.189,-25.510
mono_G-L_left_0005,G,6,g@,0.070,0,0,225.294,93.773,26.849,2.053,240.124,94.892,57.591,@,0.040,225.294,93.773,26.849,2.053,-1.780,240.124,94.892,59.713,3.858,9.513,-31.032
mono_G-L_left_0005,G,7,Sla:,0.260,0,0,230.082,94.131,41.652,3.115,252.975,95.794,60.189,a:,0.140,231.004,94.212,24.686,1.854,--undefined--,243.301,95.121,62.036,--undefined--,6.132,-20.518
mono_G-L_left_0005,G,8,f@n,0.220,1,0,241.984,95.006,49.593,3.434,275.933,97.303,59.613,@,0.090,245.814,95.279,43.072,2.943,-1.514,275.933,97.303,62.159,8.295,11.368,-39.116
mono_G-L_left_0090,G,1,ku:l,0.367,0,1,255.620,95.849,84.080,5.805,295.152,98.464,65.967,u:,0.103,211.236,92.672,0.706,0.058,--undefined--,211.777,92.717,60.156,--undefined--,2.474,-23.902
mono_G-L_left_0090,G,2,d@s,0.136,0,0,218.879,93.271,32.533,2.511,240.932,94.950,51.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_G-L_left_0090,G,3,ha:p,0.107,0,0,188.280,90.663,45.859,4.059,219.826,93.363,62.460,a:,0.050,191.961,90.995,35.240,3.025,-1.343,219.826,93.363,65.040,2.871,12.819,-29.093
mono_G-L_left_0090,G,4,C,0.070,0,0,170.907,89.003,3.831,0.377,173.966,89.304,52.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_G-L_left_0090,G,5,aUx,0.180,0,0,194.339,91.007,86.953,7.964,235.383,94.546,62.162,aU,0.140,189.761,90.586,86.953,7.964,--undefined--,235.383,94.546,63.092,7.391,8.043,-16.730
mono_G-L_left_0090,G,6,y:,0.050,0,0,244.970,95.229,28.369,2.050,254.646,95.909,64.068,y:,0.050,244.970,95.229,28.369,2.050,--undefined--,254.646,95.909,64.068,6.279,10.739,-33.586
mono_G-L_left_0090,G,7,b6,0.140,0,0,206.296,92.257,30.909,2.538,226.277,93.858,63.081,6,0.070,203.971,92.063,14.958,1.277,-1.266,210.327,92.598,65.545,3.287,14.530,-24.528
mono_G-L_left_0090,G,8,le:kt,0.183,1,0,199.856,91.713,12.411,1.061,208.967,92.486,65.035,e:,0.064,200.247,91.746,12.411,1.061,-0.013,208.967,92.486,66.134,0.744,14.884,-32.938
mono_G-L_left_0135,G,1,vo:,0.170,1,1,214.764,92.882,78.143,6.205,259.408,96.229,57.438,o:,0.080,212.415,92.706,78.143,6.205,--undefined--,259.408,96.229,59.660,-4.573,7.427,-23.213
mono_G-L_left_0135,G,2,vo:nst,0.250,0,1,219.317,93.307,29.805,2.371,232.829,94.358,63.780,o:,0.070,222.656,93.579,19.067,1.505,1.388,228.513,94.034,67.001,-2.095,15.726,-30.099
mono_G-L_left_0135,G,3,du:,0.060,0,0,246.002,95.210,69.798,4.874,285.289,97.894,58.348,u:,0.030,246.002,95.210,69.798,4.874,-4.149,285.289,97.894,60.816,5.563,7.025,-32.209
mono_G-L_left_0135,G,4,nOx,0.117,0,0,209.162,92.485,36.688,3.191,217.922,93.212,62.904,O,0.050,211.955,92.727,18.183,1.508,-0.804,217.922,93.212,65.254,-0.778,13.331,-23.404
mono_G-L_left_0135,G,5,tsu:,0.144,0,0,219.234,93.265,49.428,3.797,251.007,95.659,57.995,u:,0.036,213.330,92.818,41.521,3.242,-2.054,243.100,95.105,62.905,5.280,13.495,-27.969
mono_G-L_left_0135,G,6,haU,0.189,0,0,220.456,93.323,69.561,5.286,264.356,96.556,61.990,aU,0.124,232.598,94.284,62.846,4.700,4.253,264.356,96.556,62.024,2.217,17.829,-21.452
mono_G-L_left_0135,G,7,z@,0.090,0,0,287.978,98.027,35.883,2.204,300.239,98.760,56.701,@,0.060,294.134,98.401,14.219,0.840,0.794,300.239,98.760,57.067,8.180,10.633,-33.070
mono_G-L_left_0135,G,8,dan,0.240,1,0,336.119,100.666,70.063,3.583,374.742,102.597,57.579,a,0.070,312.672,99.455,33.583,1.810,-0.999,338.262,100.824,58.996,1.518,12.614,-26.035
mono_G-L_left_0159,G,1,d@,0.100,0,1,223.765,93.667,20.093,1.572,232.392,94.325,61.323,@,0.050,223.765,93.667,20.093,1.572,-0.932,232.392,94.325,63.519,2.714,16.225,-29.081
mono_G-L_left_0159,G,2,bIst,0.200,0,0,200.933,91.779,35.516,3.071,218.485,93.257,62.565,I,0.050,213.570,92.859,15.416,1.268,0.141,218.485,93.257,67.030,-1.119,16.643,-29.249
mono_G-L_left_0159,G,3,kva:,0.240,0,0,209.748,92.535,44.576,3.514,242.732,95.079,66.710,a:,0.120,207.803,92.383,28.469,2.323,-1.477,226.625,93.888,66.942,2.278,19.113,-17.575
mono_G-L_left_0159,G,4,zi:,0.120,0,0,187.025,90.559,17.498,1.600,198.156,91.565,58.937,i:,0.050,189.881,90.823,13.909,1.283,-0.646,194.770,91.268,60.932,4.453,11.386,-37.282
mono_G-L_left_0159,G,5,hi:6,0.120,0,0,194.294,91.206,25.935,2.323,206.552,92.284,65.637,i:6,0.090,198.014,91.541,24.322,2.172,0.546,206.552,92.284,66.554,-0.921,15.957,-32.868
mono_G-L_left_0159,G,6,g@,0.107,0,0,191.759,90.970,38.712,3.451,214.073,92.904,61.521,@,0.057,195.000,91.268,32.946,2.893,--undefined--,214.073,92.904,64.071,0.088,14.166,-30.803
mono_G-L_left_0159,G,7,bli:,0.183,0,0,180.325,89.927,22.190,2.135,192.159,91.045,59.407,i:,0.070,181.008,89.972,22.190,2.135,--undefined--,192.159,91.045,62.054,8.765,11.073,-32.815
mono_G-L_left_0159,G,8,b@n,0.120,0,0,179.444,89.847,8.020,0.775,183.178,90.205,61.410,@,0.030,181.892,90.083,6.379,0.616,0.062,183.178,90.205,62.081,0.104,15.821,-38.609
mono_G-L_left_0159,G,9,dan,0.230,1,0,175.399,89.441,42.904,4.280,195.920,91.370,60.503,a,0.080,174.520,89.340,34.285,3.523,-0.824,187.301,90.614,60.779,11.499,5.794,-26.258
mono_G-L_left_0200,G,1,ja:,0.309,0,1,203.522,91.973,68.911,6.483,220.626,93.426,70.625,a:,0.159,205.668,92.204,18.653,1.579,0.364,214.015,92.899,70.882,4.554,21.399,-14.624
mono_G-L_left_0200,G,2,v6,0.131,0,0,202.930,91.957,36.598,3.072,225.047,93.769,64.128,6,0.059,204.759,92.101,35.175,2.942,-2.941,225.047,93.769,65.011,7.555,8.261,-28.745
mono_G-L_left_0200,G,3,StRaI,0.281,0,0,207.464,92.335,42.503,3.496,232.425,94.327,60.306,aI,0.100,205.918,92.212,40.994,3.380,-0.946,231.022,94.222,63.537,10.732,4.868,-20.061
mono_G-L_left_0200,G,4,tm,0.146,0,0,213.348,92.821,41.135,3.283,238.293,94.762,61.580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_G-L_left_0200,G,5,Uns,0.153,0,0,194.443,91.234,21.561,1.973,200.236,91.747,61.265,U,0.045,195.646,91.345,4.061,0.360,-0.216,197.277,91.489,63.160,6.590,15.665,-28.971
mono_G-L_left_0200,G,6,gants,0.230,0,0,200.559,91.733,52.269,4.450,230.580,94.190,60.293,a,0.040,216.410,93.081,23.103,1.828,--undefined--,230.580,94.190,63.763,3.187,7.555,-24.883
mono_G-L_left_0200,G,7,gE6,0.220,0,0,200.021,91.728,0,0,200.021,91.728,62.382,E6,0.140,200.021,91.728,0,0,--undefined--,200.021,91.728,64.268,--undefined--,6.081,-26.785
mono_G-L_left_0200,G,8,n@,0.129,1,0,190.315,90.865,16.192,1.461,200.021,91.728,65.221,@,0.069,189.063,90.752,6.794,0.616,--undefined--,194.286,91.224,64.914,6.702,18.222,-30.285
mono_G-L_left_0202,G,1,vi:6,0.301,0,1,194.397,91.205,69.806,5.950,240.012,94.884,63.952,i:6,0.240,196.618,91.396,69.806,5.950,-1.293,240.012,94.884,64.093,4.862,7.881,-25.584
mono_G-L_left_0202,G,2,zInt,0.195,0,0,198.256,91.551,44.278,4.032,211.733,92.713,64.714,I,0.032,204.765,92.133,6.556,0.555,0.289,207.533,92.366,66.804,3.019,13.543,-34.970
mono_G-L_left_0202,G,3,halt,0.169,0,0,199.698,91.669,51.696,4.507,225.553,93.808,67.446,a,0.056,208.100,92.398,23.134,1.933,-1.864,219.013,93.298,70.393,6.663,14.296,-25.919
mono_G-L_left_0202,G,4,nu:6,0.066,0,0,203.009,91.963,40.339,3.301,232.168,94.306,65.828,u:6,0.026,199.686,91.669,40.339,3.301,1.484,232.168,94.306,62.967,16.193,8.206,-23.562
mono_G-L_left_0202,G,5,aIn,0.190,0,0,208.414,92.424,38.476,3.118,233.908,94.446,64.764,aI,0.150,223.506,93.636,25.399,1.998,--undefined--,233.908,94.446,63.547,--undefined--,6.811,-14.959
mono_G-L_left_0202,G,6,ja:6,0.130,0,0,206.373,92.262,26.961,2.194,226.459,93.877,68.773,a:6,0.050,204.417,92.091,26.961,2.194,1.572,226.459,93.877,66.975,7.796,14.863,-18.244
mono_G-L_left_0202,G,7,aUs,0.200,0,0,191.621,90.950,52.222,4.534,226.559,93.885,62.601,aU,0.110,196.983,91.442,43.904,3.730,--undefined--,226.559,93.885,64.955,11.573,7.752,-20.003
mono_G-L_left_0202,G,8,aIn,0.080,0,0,199.085,91.629,35.444,2.974,224.511,93.728,66.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_G-L_left_0202,G,9,an,0.184,0,0,204.261,92.076,25.600,2.188,215.586,93.025,67.967,a,0.070,195.582,91.336,17.054,1.489,0.477,207.040,92.326,66.190,6.045,8.394,-22.848
mono_G-L_left_0202,G,10,d6,0.217,1,0,204.434,92.102,18.760,1.569,216.845,93.128,68.130,6,0.192,204.509,92.108,18.760,1.569,--undefined--,216.845,93.128,68.100,6.151,14.153,-21.130
mono_G-L_left_0226,G,1,Es,0.112,0,1,185.632,90.411,25.621,2.390,198.708,91.614,55.284,E,0.027,192.222,91.033,17.144,1.569,--undefined--,198.708,91.614,--undefined--,7.867,1.482,-24.471
mono_G-L_left_0226,G,2,maxt,0.195,0,0,204.777,92.111,53.750,4.489,235.326,94.542,67.675,a,0.070,200.518,91.769,16.907,1.468,-0.518,208.378,92.437,69.872,1.865,16.031,-17.036
mono_G-L_left_0226,G,3,aIn,0.129,0,0,195.803,91.325,42.628,3.910,209.642,92.544,68.178,aI,0.089,196.153,91.334,42.628,3.910,--undefined--,209.642,92.544,67.610,-8.240,4.847,-21.200
mono_G-L_left_0226,G,4,fax,0.150,0,0,199.665,91.667,41.537,3.776,211.942,92.730,66.740,a,0.060,206.040,92.237,18.231,1.557,-0.720,211.942,92.730,69.105,2.536,13.391,-21.295
mono_G-L_left_0226,G,5,ga:6,0.184,0,0,196.543,91.383,62.065,5.723,220.504,93.416,66.099,a:6,0.124,196.543,91.383,62.065,5.723,--undefined--,220.504,93.416,67.695,6.043,13.090,-16.436
mono_G-L_left_0226,G,6,kaI,0.156,0,0,198.265,91.546,41.096,3.622,217.622,93.188,66.956,aI,0.073,198.265,91.546,41.096,3.622,-1.894,217.622,93.188,70.049,2.273,13.243,-22.712
mono_G-L_left_0226,G,7,n,0.054,0,0,184.616,90.330,18.966,1.813,190.792,90.910,67.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_G-L_left_0226,G,8,Un,0.136,0,0,195.106,91.290,26.235,2.342,207.462,92.360,68.300,U,0.086,195.420,91.318,23.706,2.097,--undefined--,207.462,92.360,67.598,0.355,10.365,-28.081
mono_G-L_left_0226,G,9,t6,0.100,0,0,193.130,91.067,54.362,4.771,225.671,93.817,63.087,6,0.051,196.037,91.342,48.309,4.171,-2.874,225.671,93.817,65.236,2.544,12.543,-25.631
mono_G-L_left_0226,G,10,Si:t,0.460,1,0,191.570,90.964,32.824,3.051,203.179,92.000,62.990,i:,0.145,192.885,91.084,32.824,3.051,--undefined--,203.179,92.000,66.246,5.261,8.754,-27.182
mono_G-L_left_0263,G,1,ja:,0.350,0,1,179.226,89.805,51.530,4.919,208.386,92.439,61.606,a:,0.130,177.176,89.593,51.530,4.919,-0.088,208.386,92.439,61.382,-1.290,7.211,-21.695
mono_G-L_left_0263,G,2,s,0.100,0,0,174.920,89.403,9.858,0.968,181.224,90.020,51.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
mono_G-L_left_0263,G,3,ja:,0.060,0,0,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,60.760,a:,0.030,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,62.311,16.474,4.928,-30.501
mono_G-L_left_0263,G,4,nIC,0.140,0,0,180.838,89.961,34.489,3.370,195.030,91.291,60.160,I,0.061,184.074,90.283,19.519,1.822,-0.936,195.030,91.291,61.579,4.301,6.920,-39.319
mono_G-L_left_0263,G,5,zo:,0.110,0,0,197.046,91.408,46.806,4.209,217.996,93.260,53.488,o:,0.030,197.046,91.408,46.806,4.209,--undefined--,217.996,93.260,58.068,8.423,7.955,-30.215
mono_G-L_left_0263,G,6,tRa:,0.310,0,0,203.697,92.024,41.372,3.471,228.515,94.047,61.581,a:,0.160,203.539,92.011,41.372,3.471,-1.357,228.515,94.047,64.366,9.339,16.983,-19.540
mono_G-L_left_0263,G,7,gIS,0.190,0,0,189.492,90.773,40.031,3.684,208.825,92.474,61.171,I,0.060,189.678,90.804,16.844,1.564,-1.188,194.723,91.263,64.331,5.375,14.530,-30.979
mono_G-L_left_0263,G,8,IC,0.100,0,0,189.968,90.738,56.916,5.051,224.850,93.754,57.585,I,0.050,209.655,92.507,39.366,3.332,--undefined--,224.850,93.754,59.364,7.842,8.909,-35.575
mono_G-L_left_0263,G,9,maI,0.170,0,0,188.355,90.680,26.236,2.419,201.208,91.831,64.857,aI,0.110,185.861,90.455,10.318,0.958,-0.577,191.696,90.992,65.468,3.171,18.233,-22.364
mono_G-L_left_0263,G,10,n@,0.130,1,0,190.444,90.875,15.697,1.433,197.416,91.501,61.338,@,0.030,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,31.754,--undefined--,5.116,-17.684
mono_G-L_left_0279,G,1,ja:,0.160,0,1,199.561,91.682,15.263,1.314,208.771,92.469,67.446,a:,0.060,196.214,91.393,10.203,0.889,-0.791,203.711,92.045,68.515,5.975,13.762,-29.670
mono_G-L_left_0279,G,2,ku:l,0.464,0,0,259.468,95.683,176.772,11.684,360.177,101.911,64.774,u:,0.118,323.264,99.959,98.146,5.513,-0.189,360.177,101.911,66.462,21.327,9.174,-31.565
mono_G-L_left_0279,G,3,Un,0.207,0,0,269.024,95.160,358.471,18.496,546.085,109.116,63.505,U,0.157,193.490,91.152,8.660,0.781,--undefined--,196.274,91.401,64.531,1.019,15.008,-34.333
mono_G-L_left_0279,G,4,E:m,0.326,0,0,203.929,92.062,10.343,0.866,211.971,92.733,64.722,E:,0.128,204.712,92.128,10.224,0.856,--undefined--,211.971,92.733,65.821,5.901,9.934,-21.620
mono_G-L_left_0279,G,5,vi:,0.373,0,0,240.117,94.256,238.926,14.622,418.963,104.528,61.538,i:,0.220,253.813,95.143,238.926,14.622,--undefined--,418.963,104.528,63.575,5.852,15.991,-31.437
