"","speaker","filename","syllno","syll","tapper","p","PA","totalnsyll","DrumID","DrumTime","DrumVeloc","DrumDur","drumtimediff","corr","sylldur","prepausal","postpausal","f0meanhz","f0meanst","f0rangehz","f0rangest","f0maxhz","f0maxst","intens","seglabel","segdur","f0meanhz_v","f0meanst_v","f0rangehz_v","f0rangest_v","f0maxHz_v","f0maxst_v","intens_v","h1h2","cpps","slope","text","nsyll","ambsyll","nonlex","ip.initial","ip.final","turn","UI","DrumVeloc.log.sc","DrumDur.log.sc","DrumVeloc.sc","DrumDur.sc"
"1","B","B-A_left_0067",1,"da:","CD","prom","unaccented",8,1,1.112,67,87,0,"n",0.119,0,1,"196.493","91.399","37.275","3.370","210.746","92.633",67.426,"a:",0.059,"196.493","91.399","37.275","3.370","210.746","92.633","70.155","6.462",10.005,-25.496,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 CD",1.24583375697807,1.24345596105234,1.32841569149136,1.65816835720794
"2","B","B-A_left_0067",1,"da:","SD","prom","unaccented",8,1,0.308,64,47,0,"n",0.119,0,1,"196.493","91.399","37.275","3.370","210.746","92.633",67.426,"a:",0.059,"196.493","91.399","37.275","3.370","210.746","92.633","70.155","6.462",10.005,-25.496,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 SD",0.396756726669646,-1.33093608746902,0.270030862433661,-1.14425780261233
"3","B","B-A_left_0067",1,"da:","MS","not prom","unaccented",8,1,0,127,163,0,"n",0.119,0,1,"196.493","91.399","37.275","3.370","210.746","92.633",67.426,"a:",0.059,"196.493","91.399","37.275","3.370","210.746","92.633","70.155","6.462",10.005,-25.496,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 MS",1.52895914106741,0.36225500929592,1.78442954302532,0.185086476151231
"4","B","B-A_left_0067",1,"da:","ZE","not prom","unaccented",8,1,2.8,75,90,0,"n",0.119,0,1,"196.493","91.399","37.275","3.370","210.746","92.633",67.426,"a:",0.059,"196.493","91.399","37.275","3.370","210.746","92.633","70.155","6.462",10.005,-25.496,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 ZE",0.699452138057305,-0.292486381231089,0.578770203758646,-0.399519863411807
"5","B","B-A_left_0067",1,"da:","LK","not prom","unaccented",8,1,3.896,42,347,0,"n",0.119,0,1,"196.493","91.399","37.275","3.370","210.746","92.633",67.426,"a:",0.059,"196.493","91.399","37.275","3.370","210.746","92.633","70.155","6.462",10.005,-25.496,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 LK",-1.73816478699889,0.662225661278452,-1.55077836124551,0.530176401017099
"6","B","B-A_left_0067",1,"da:","RU","not prom","unaccented",8,1,0,61,74,0,"n",0.119,0,1,"196.493","91.399","37.275","3.370","210.746","92.633",67.426,"a:",0.059,"196.493","91.399","37.275","3.370","210.746","92.633","70.155","6.462",10.005,-25.496,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 RU",-0.00790218397228245,-0.959879620218711,-0.10267506354855,-0.954381146866374
"7","B","B-A_left_0067",1,"da:","DH","not prom","unaccented",8,1,2.695,50,122,0,"n",0.119,0,1,"196.493","91.399","37.275","3.370","210.746","92.633",67.426,"a:",0.059,"196.493","91.399","37.275","3.370","210.746","92.633","70.155","6.462",10.005,-25.496,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 DH",-0.438191594116146,0.661561939840151,-0.44722924227777,0.454627394298094
"8","B","B-A_left_0067",1,"da:","ZL","prom","unaccented",8,1,3.434,46,180,0,"n",0.119,0,1,"196.493","91.399","37.275","3.370","210.746","92.633",67.426,"a:",0.059,"196.493","91.399","37.275","3.370","210.746","92.633","70.155","6.462",10.005,-25.496,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 ZL",-0.215002193794939,0.756163221392229,-0.258223985620258,0.553021745625287
"9","B","B-A_left_0067",1,"da:","FS","prom","unaccented",8,1,0.594,46,108,0,"n",0.119,0,1,"196.493","91.399","37.275","3.370","210.746","92.633",67.426,"a:",0.059,"196.493","91.399","37.275","3.370","210.746","92.633","70.155","6.462",10.005,-25.496,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 FS",-0.191142589992837,0.819317295315964,-0.258701267119172,0.940417100308947
"10","B","B-A_left_0067",1,"da:","JV","prom","unaccented",8,1,3.205,47,198,0,"n",0.119,0,1,"196.493","91.399","37.275","3.370","210.746","92.633",67.426,"a:",0.059,"196.493","91.399","37.275","3.370","210.746","92.633","70.155","6.462",10.005,-25.496,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 JV",-1.29040713988789,0.830596055109273,-1.13681801273496,0.764368742827868
"11","B","B-A_left_0067",1,"da:","WP","not prom","unaccented",8,1,0.019,53,164,0,"n",0.119,0,1,"196.493","91.399","37.275","3.370","210.746","92.633",67.426,"a:",0.059,"196.493","91.399","37.275","3.370","210.746","92.633","70.155","6.462",10.005,-25.496,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 WP",1.70996618228358,-0.314817814818627,1.72869545557975,-0.346870018552821
"12","B","B-A_left_0067",1,"da:","MW","prom","unaccented",8,1,0.208,41,77,0,"n",0.119,0,1,"196.493","91.399","37.275","3.370","210.746","92.633",67.426,"a:",0.059,"196.493","91.399","37.275","3.370","210.746","92.633","70.155","6.462",10.005,-25.496,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 MW",-1.21541893431742,-0.054697049634707,-1.14564392373896,-0.240533483390173
"13","B","B-A_left_0067",2,"fy:6","ZE","not prom","unaccented",8,2,3.055,47,72,0.255,"n",0.15,0,0,"206.931","92.298","43.161","3.848","216.632","93.110",67.495,"y:6",0.049,"208.923","92.478","15.601","1.295","216.632","93.110","70.742","0.332",13.03,-23.96,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 ZE",-1.15570154977158,-0.728621600961866,-1.00226059675278,-0.646433427065455
"14","B","B-A_left_0067",2,"fy:6","DH","not prom","unaccented",8,2,3.073,60,92,0.378,"n",0.15,0,0,"206.931","92.298","43.161","3.848","216.632","93.110",67.495,"y:6",0.049,"208.923","92.478","15.601","1.295","216.632","93.110","70.742","0.332",13.03,-23.96,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 DH",0.679687146139569,-0.025423195279381,0.575009025785705,-0.18344614155888
"15","B","B-A_left_0067",2,"fy:6","FS","not prom","unaccented",8,2,0.876,56,95,0.282,"n",0.15,0,0,"206.931","92.298","43.161","3.848","216.632","93.110",67.495,"y:6",0.049,"208.923","92.478","15.601","1.295","216.632","93.110","70.742","0.332",13.03,-23.96,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 FS",0.918417310458699,0.564112712995089,0.89108214229937,0.524232511236051
"16","B","B-A_left_0067",2,"fy:6","MS","not prom","unaccented",8,2,0.442,54,158,0.442,"n",0.15,0,0,"206.931","92.298","43.161","3.848","216.632","93.110",67.495,"y:6",0.049,"208.923","92.478","15.601","1.295","216.632","93.110","70.742","0.332",13.03,-23.96,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 MS",-0.430852149639644,0.336562866938047,-0.536521132090018,0.123390984100821
"17","B","B-A_left_0067",2,"fy:6","LK","prom","unaccented",8,2,4.439,73,198,0.543,"n",0.15,0,0,"206.931","92.298","43.161","3.848","216.632","93.110",67.495,"y:6",0.049,"208.923","92.478","15.601","1.295","216.632","93.110","70.742","0.332",13.03,-23.96,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 LK",0.726103293306106,-0.645453351801672,0.698303706525755,-0.704140532600834
"18","B","B-A_left_0067",2,"fy:6","RU","not prom","unaccented",8,2,0.436,86,122,0.436,"n",0.15,0,0,"206.931","92.298","43.161","3.848","216.632","93.110",67.495,"y:6",0.049,"208.923","92.478","15.601","1.295","216.632","93.110","70.742","0.332",13.03,-23.96,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 RU",1.52697350193816,1.45085005678847,1.60857599559395,1.59063524477729
"19","B","B-A_left_0067",2,"fy:6","ZL","not prom","unaccented",8,2,3.808,44,84,0.374,"n",0.15,0,0,"206.931","92.298","43.161","3.848","216.632","93.110",67.495,"y:6",0.049,"208.923","92.478","15.601","1.295","216.632","93.110","70.742","0.332",13.03,-23.96,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 ZL",-0.543659634428133,-0.718201113483445,-0.55333711204341,-0.696156785669479
"20","B","B-A_left_0067",2,"fy:6","MW","not prom","unaccented",8,2,0.626,43,62,0.418,"n",0.15,0,0,"206.931","92.298","43.161","3.848","216.632","93.110",67.495,"y:6",0.049,"208.923","92.478","15.601","1.295","216.632","93.110","70.742","0.332",13.03,-23.96,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 MW",-0.774746259193882,-0.453306037280606,-0.763762615825973,-0.489361224828283
"21","B","B-A_left_0067",2,"fy:6","CD","not prom","unaccented",8,2,1.807,46,16,0.695,"n",0.15,0,0,"206.931","92.298","43.161","3.848","216.632","93.110",67.495,"y:6",0.049,"208.923","92.478","15.601","1.295","216.632","93.110","70.742","0.332",13.03,-23.96,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 CD",-0.534087561812854,-0.9969484089806,-0.595496689289232,-0.980037880590688
"22","B","B-A_left_0067",2,"fy:6","SD","not prom","unaccented",8,2,0.906,55,70,0.598,"n",0.15,0,0,"206.931","92.298","43.161","3.848","216.632","93.110",67.495,"y:6",0.049,"208.923","92.478","15.601","1.295","216.632","93.110","70.742","0.332",13.03,-23.96,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 SD",-0.291517529559961,-0.245711711512361,-0.337538578042076,-0.375851103047845
"23","B","B-A_left_0067",2,"fy:6","JV","not prom","unaccented",8,2,3.656,51,149,0.451,"n",0.15,0,0,"206.931","92.298","43.161","3.848","216.632","93.110",67.495,"y:6",0.049,"208.923","92.478","15.601","1.295","216.632","93.110","70.742","0.332",13.03,-23.96,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 JV",-1.06657715943631,-0.99276851401171,-0.997970011179545,-0.928470506824811
"24","B","B-A_left_0067",2,"fy:6","WP","prom","unaccented",8,2,0.951,48,154,0.932,"n",0.15,0,0,"206.931","92.298","43.161","3.848","216.632","93.110",67.495,"y:6",0.049,"208.923","92.478","15.601","1.295","216.632","93.110","70.742","0.332",13.03,-23.96,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 WP",-1.05242677210024,-0.417444010824563,-1.03721727334785,-0.38662589460472
"25","B","B-A_left_0067",3,"ha:pt","MS","not prom","unaccented",8,3,1.507,36,6,1.065,"n",0.209,0,0,"196.352","91.406","9.538","0.841","201.031","91.815",66.472,"a:",0.05,"197.075","91.470","7.382","0.650","200.412","91.762","70.240","6.641",11.605,-28.09,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 MS",-1.36002926874382,-2.36073517132869,-1.1088103396527,-1.75215197423166
"26","B","B-A_left_0067",3,"ha:pt","RU","not prom","unaccented",8,3,1.337,62,74,0.901,"n",0.209,0,0,"196.352","91.406","9.538","0.841","201.031","91.815",66.472,"a:",0.05,"197.075","91.470","7.382","0.650","200.412","91.762","70.240","6.641",11.605,-28.09,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 RU",0.0647610143868486,-0.959879620218711,-0.03422502118285,-0.954381146866374
"27","B","B-A_left_0067",3,"ha:pt","DH","not prom","unaccented",8,3,3.355,46,90,0.282,"n",0.209,0,0,"196.352","91.406","9.538","0.841","201.031","91.815",66.472,"a:",0.05,"197.075","91.470","7.382","0.650","200.412","91.762","70.240","6.641",11.605,-28.09,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 DH",-0.949434091165577,-0.0789222924097355,-0.85612454950316,-0.225984377282678
"28","B","B-A_left_0067",3,"ha:pt","SD","not prom","unaccented",8,3,1.89,50,104,0.984,"n",0.209,0,0,"196.352","91.406","9.538","0.841","201.031","91.815",66.472,"a:",0.05,"197.075","91.470","7.382","0.650","200.412","91.762","70.240","6.641",11.605,-28.09,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 SD",-0.724375247886319,0.832832690170753,-0.675077156084152,0.760054452830086
"29","B","B-A_left_0067",3,"ha:pt","FS","not prom","unaccented",8,3,1.387,64,109,0.511,"n",0.209,0,0,"196.352","91.406","9.538","0.841","201.031","91.815",66.472,"a:",0.05,"197.075","91.470","7.382","0.650","200.412","91.762","70.240","6.641",11.605,-28.09,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 FS",1.67161164263886,0.83765689067423,1.8109088698342,0.9724312994684
"30","B","B-A_left_0067",3,"ha:pt","CD","not prom","unaccented",8,3,2.525,58,44,0.718,"n",0.209,0,0,"196.352","91.406","9.538","0.841","201.031","91.815",66.472,"a:",0.05,"197.075","91.470","7.382","0.650","200.412","91.762","70.240","6.641",11.605,-28.09,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 CD",0.563073169129483,0.341484912017386,0.503881814013966,0.0603814807946869
"31","B","B-A_left_0067",3,"ha:pt","LK","not prom","unaccented",8,3,5.131,58,318,0.692,"n",0.209,0,0,"196.352","91.406","9.538","0.841","201.031","91.815",66.472,"a:",0.05,"197.075","91.470","7.382","0.650","200.412","91.762","70.240","6.641",11.605,-28.09,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 LK",-0.299281264138129,0.45881417640517,-0.389961810137759,0.289940219306226
"32","B","B-A_left_0067",3,"ha:pt","MW","not prom","unaccented",8,3,1.201,51,87,0.575,"n",0.209,0,0,"196.352","91.406","9.538","0.841","201.031","91.815",66.472,"a:",0.05,"197.075","91.470","7.382","0.650","200.412","91.762","70.240","6.641",11.605,-28.09,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 MW",0.803945386379251,0.169934876614102,0.763762615825973,-0.074648322431433
"33","B","B-A_left_0067",3,"ha:pt","ZE","not prom","unaccented",8,3,3.357,50,89,0.302,"n",0.209,0,0,"196.352","91.406","9.538","0.841","201.031","91.815",66.472,"a:",0.05,"197.075","91.470","7.382","0.650","200.412","91.762","70.240","6.641",11.605,-28.09,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 ZE",-0.910081107099177,-0.31432465476748,-0.832864439555125,-0.413237283614787
"34","B","B-A_left_0067",3,"ha:pt","WP","not prom","unaccented",8,3,1.986,50,148,1.035,"n",0.209,0,0,"196.352","91.406","9.538","0.841","201.031","91.815",66.472,"a:",0.05,"197.075","91.470","7.382","0.650","200.412","91.762","70.240","6.641",11.605,-28.09,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 WP",0.0855827427743582,-0.482269170170863,0.06914781822319,-0.41047942023586
"35","B","B-A_left_0067",3,"ha:pt","ZL","not prom","unaccented",8,3,4.168,49,61,0.36,"n",0.209,0,0,"196.352","91.406","9.538","0.841","201.031","91.815",66.472,"a:",0.05,"197.075","91.470","7.382","0.650","200.412","91.762","70.240","6.641",11.605,-28.09,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 ZL",0.252115754022338,-1.33713256946194,0.18444570401447,-0.995439142125516
"36","B","B-A_left_0067",3,"ha:pt","JV","not prom","unaccented",8,3,3.972,109,163,0.316,"n",0.209,0,0,"196.352","91.406","9.538","0.841","201.031","91.815",66.472,"a:",0.05,"197.075","91.470","7.382","0.650","200.412","91.762","70.240","6.641",11.605,-28.09,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 JV",1.01481300323188,-0.416851157991752,1.01532601137397,-0.444802149781189
"37","B","B-A_left_0067",4,"i:6","LK","not prom","unaccented",8,4,5.847,63,165,0.716,"n",0.061,0,0,"188.255","90.664","25.015","2.336","197.958","91.549",66.115,"i:6",0.061,"188.255","90.664","25.015","2.336","197.958","91.549","66.115","-2.736",7.846,-23.885,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 LK",0.0693480908789959,-1.07039726135336,-0.0272066379165879,-0.977512739375275
"38","B","B-A_left_0067",4,"i:6","SD","not prom","unaccented",8,4,2.591,63,52,0.701,"n",0.061,0,0,"188.255","90.664","25.015","2.336","197.958","91.549",66.115,"i:6",0.061,"188.255","90.664","25.015","2.336","197.958","91.549","66.115","-2.736",7.846,-23.885,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 SD",0.32523448341491,-1.05551843908048,0.202523146825246,-0.977212867924397
"39","B","B-A_left_0067",4,"i:6","FS","not prom","unaccented",8,4,1.871,51,84,0.484,"n",0.061,0,0,"188.255","90.664","25.015","2.336","197.958","91.549",66.115,"i:6",0.061,"188.255","90.664","25.015","2.336","197.958","91.549","66.115","-2.736",7.846,-23.885,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 FS",0.390876217533941,0.31924380120163,0.316190437590099,0.172076320482063
"40","B","B-A_left_0067",4,"i:6","RU","not prom","unaccented",8,4,1.746,45,106,0.409,"n",0.061,0,0,"188.255","90.664","25.015","2.336","197.958","91.549",66.115,"i:6",0.061,"188.255","90.664","25.015","2.336","197.958","91.549","66.115","-2.736",7.846,-23.885,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 RU",-1.36732797455142,0.772980177697042,-1.19787574139975,0.742296447562736
"41","B","B-A_left_0067",4,"i:6","DH","not prom","unaccented",8,4,3.648,55,83,0.293,"n",0.061,0,0,"188.255","90.664","25.015","2.336","197.958","91.549",66.115,"i:6",0.061,"188.255","90.664","25.015","2.336","197.958","91.549","66.115","-2.736",7.846,-23.885,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 DH",0.146189241626792,-0.276009972723788,0.0638898917539672,-0.374868202315972
"42","B","B-A_left_0067",4,"i:6","MS","not prom","unaccented",8,4,2.228,43,78,0.721,"n",0.061,0,0,"188.255","90.664","25.015","2.336","197.958","91.549",66.115,"i:6",0.061,"188.255","90.664","25.015","2.336","197.958","91.549","66.115","-2.736",7.846,-23.885,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 MS",-0.952849264637298,-0.245546946427796,-0.886253425600549,-0.863736888705747
"43","B","B-A_left_0067",4,"i:6","CD","not prom","unaccented",8,4,3.245,41,11,0.72,"n",0.061,0,0,"188.255","90.664","25.015","2.336","197.958","91.549",66.115,"i:6",0.061,"188.255","90.664","25.015","2.336","197.958","91.549","66.115","-2.736",7.846,-23.885,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 CD",-1.07873238876605,-1.49269944291349,-1.05357106566556,-1.16582705226665
"44","B","B-A_left_0067",4,"i:6","JV","not prom","unaccented",8,4,4.322,77,153,0.35,"n",0.061,0,0,"188.255","90.664","25.015","2.336","197.958","91.549",66.115,"i:6",0.061,"188.255","90.664","25.015","2.336","197.958","91.549","66.115","-2.736",7.846,-23.885,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 JV",0.0624097542071193,-0.822876315588875,-0.0954580010693478,-0.79027954766949
"45","B","B-A_left_0067",4,"i:6","ZL","not prom","unaccented",8,4,4.457,40,80,0.289,"n",0.061,0,0,"188.255","90.664","25.015","2.336","197.958","91.549",66.115,"i:6",0.061,"188.255","90.664","25.015","2.336","197.958","91.549","66.115","-2.736",7.846,-23.885,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 ZL",-1.24834259746843,-0.812585968013716,-1.14356336488971,-0.748205891140094
"46","B","B-A_left_0067",4,"i:6","MW","not prom","unaccented",8,4,2.081,43,35,0.88,"n",0.061,0,0,"188.255","90.664","25.015","2.336","197.958","91.549",66.115,"i:6",0.061,"188.255","90.664","25.015","2.336","197.958","91.549","66.115","-2.736",7.846,-23.885,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 MW",-0.774746259193882,-1.505219439918,-0.763762615825973,-0.937251159416881
"47","B","B-A_left_0067",4,"i:6","ZE","not prom","unaccented",8,4,3.621,56,78,0.264,"n",0.061,0,0,"188.255","90.664","25.015","2.336","197.958","91.549",66.115,"i:6",0.061,"188.255","90.664","25.015","2.336","197.958","91.549","66.115","-2.736",7.846,-23.885,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 ZE",-0.460211850820682,-0.572177716774113,-0.49407212515982,-0.564128905847572
"48","B","B-A_left_0067",4,"i:6","WP","not prom","unaccented",8,4,3.05,49,184,1.064,"n",0.061,0,0,"188.255","90.664","25.015","2.336","197.958","91.549",66.115,"i:6",0.061,"188.255","90.664","25.015","2.336","197.958","91.549","66.115","-2.736",7.846,-23.885,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 WP",-0.477615440551944,-0.127114595125656,-0.48403472756233,-0.267358266449023
"49","B","B-A_left_0067",5,"gaI","CD","prom","unaccented",8,5,4.185,62,44,0.94,"n",0.16,0,0,"184.882","90.296","71.807","6.098","239.266","94.830",64.822,"aI",0.11,"182.690","90.118","65.549","5.639","233.008","94.371","66.224","3.297",18.005,-20.842,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 CD",0.87873601509404,0.341484912017386,0.870341315115032,0.0603814807946869
"50","B","B-A_left_0067",5,"gaI","DH","not prom","unaccented",8,5,3.975,51,67,0.327,"n",0.16,0,0,"184.882","90.296","71.807","6.098","239.266","94.830",64.822,"aI",0.11,"182.690","90.118","65.549","5.639","233.008","94.371","66.224","3.297",18.005,-20.842,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 DH",-0.316774596341032,-0.797269932492218,-0.345005415471423,-0.715174088106359
"51","B","B-A_left_0067",5,"gaI","RU","prom","unaccented",8,5,2.143,54,104,0.397,"n",0.16,0,0,"184.882","90.296","71.807","6.098","239.266","94.830",64.822,"aI",0.11,"182.690","90.118","65.549","5.639","233.008","94.371","66.224","3.297",18.005,-20.842,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 RU",-0.552589778221165,0.681131988333903,-0.58182536010845,0.636254097910916
"52","B","B-A_left_0067",5,"gaI","SD","prom","unaccented",8,5,3.304,59,93,0.713,"n",0.16,0,0,"184.882","90.296","71.807","6.098","239.266","94.830",64.822,"aI",0.11,"182.690","90.118","65.549","5.639","233.008","94.371","66.224","3.297",18.005,-20.842,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 SD",0.0273199260873195,0.52827770724821,-0.0675077156084152,0.392555596516638
"53","B","B-A_left_0067",5,"gaI","WP","not prom","unaccented",8,5,4.164,48,208,1.114,"n",0.16,0,0,"184.882","90.296","71.807","6.098","239.266","94.830",64.822,"aI",0.11,"182.690","90.118","65.549","5.639","233.008","94.371","66.224","3.297",18.005,-20.842,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 WP",-1.05242677210024,0.0728765809905694,-1.03721727334785,-0.171944163924464
"54","B","B-A_left_0067",5,"gaI","FS","prom","unaccented",8,5,2.451,47,64,0.58,"n",0.16,0,0,"184.882","90.296","71.807","6.098","239.266","94.830",64.822,"aI",0.11,"182.690","90.118","65.549","5.639","233.008","94.371","66.224","3.297",18.005,-20.842,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 FS",-0.069835146396549,-0.22185861062408,-0.143722926177318,-0.468207662707007
"55","B","B-A_left_0067",5,"gaI","MW","not prom","unaccented",8,5,2.497,45,56,0.416,"n",0.16,0,0,"184.882","90.296","71.807","6.098","239.266","94.830",64.822,"aI",0.11,"182.690","90.118","65.549","5.639","233.008","94.371","66.224","3.297",18.005,-20.842,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 MW",-0.354111225279481,-0.640555322355098,-0.381881307912987,-0.588892321403527
"56","B","B-A_left_0067",5,"gaI","LK","prom","unaccented",8,5,6.43,52,396,0.583,"n",0.16,0,0,"184.882","90.296","71.807","6.098","239.266","94.830",64.822,"aI",0.11,"182.690","90.118","65.549","5.639","233.008","94.371","66.224","3.297",18.005,-20.842,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 LK",-0.786078087181199,0.970091611621084,-0.825268016803165,0.936092708045815
"57","B","B-A_left_0067",5,"gaI","MS","not prom","unaccented",8,5,2.866,95,207,0.638,"n",0.16,0,0,"184.882","90.296","71.807","6.098","239.266","94.830",64.822,"aI",0.11,"182.690","90.118","65.549","5.639","233.008","94.371","66.224","3.297",18.005,-20.842,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 MS",0.863674792030856,0.559320714090118,0.767026507358322,0.728006806194844
"58","B","B-A_left_0067",5,"gaI","ZL","not prom","unaccented",8,5,5.156,54,147,0.699,"n",0.16,0,0,"184.882","90.296","71.807","6.098","239.266","94.830",64.822,"aI",0.11,"182.690","90.118","65.549","5.639","233.008","94.371","66.224","3.297",18.005,-20.842,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 ZL",0.970503215896704,0.364378862138366,0.92222852007235,0.123616625492711
"59","B","B-A_left_0067",5,"gaI","ZE","not prom","unaccented",8,5,3.85,56,81,0.229,"n",0.16,0,0,"184.882","90.296","71.807","6.098","239.266","94.830",64.822,"aI",0.11,"182.690","90.118","65.549","5.639","233.008","94.371","66.224","3.297",18.005,-20.842,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 ZE",-0.460211850820682,-0.498414051453875,-0.49407212515982,-0.522976645238631
"60","B","B-A_left_0067",5,"gaI","JV","not prom","unaccented",8,5,4.675,69,165,0.353,"n",0.16,0,0,"184.882","90.296","71.807","6.098","239.266","94.830",64.822,"aI",0.11,"182.690","90.118","65.549","5.639","233.008","94.371","66.224","3.297",18.005,-20.842,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 JV",-0.238208492831377,-0.338642195596744,-0.373154004180178,-0.375706670203528
"61","B","B-A_left_0067",6,"l@","SD","not prom","unaccented",8,6,4.153,46,59,0.849,"n",0.09,0,0,"185.195","90.384","32.611","3.049","201.831","91.901",64.265,"@",0.04,"186.433","90.505","14.129","1.323","193.097","91.124","65.562","1.546",9.489,-26.156,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 SD",-1.10305854351998,-0.711454572816444,-0.945108018517813,-0.743349959361293
"62","B","B-A_left_0067",6,"l@","ZL","not prom","unaccented",8,6,5.622,44,99,0.466,"n",0.09,0,0,"185.195","90.384","32.611","3.049","201.831","91.901",64.265,"@",0.04,"186.433","90.505","14.129","1.323","193.097","91.124","65.562","1.546",9.489,-26.156,"dafür habt ihr geile Berge",8,"n","n","initial","non-final","initial","B-A_left_0067 ZL",-0.543659634428133,-0.400355911299791,-0.55333711204341,-0.500972640154672
